ecephys_unit_id DSI OSI preferred_angle max_mean_rate(Hz) Ave_Rate(Hz) cell_type firing_rate_sp
950908404 0.052127705928708 0.830820399483998 225.0 19.2 5.4 "L6 Exc" 0.2515066973821804
950908410 0.0600499788179585 0.1450479415058157 0.0 29.966666666666665 21.291666666666668 "L6 PV" 18.60115971460812
950908414 0.0910054838607846 0.5621916842804188 135.0 17.966666666666665 8.691666666666666 "L6 Exc" 5.732974581423949
950908416 0.0603359951086527 0.4696485483296389 0.0 2.1 0.7708333333333334 "L6 Exc" 4.323848016638856
950908418 0.0592199956317968 0.4061234355226142 135.0 10.0 4.475 "L6 PV" 3.8380611079965625
950908424 0.0878349910679641 0.253726002892398 45.0 22.666666666666668 13.55 "L6 PV" 3.317821227110134
950908426 0.1260547388300329 0.3387351601913614 0.0 18.933333333333334 7.745833333333333 "L6 Exc" 6.408252837408982
950908432 0.11431699297755 0.0810809948080914 315.0 2.433333333333333 1.9041666666666663 "L5 Exc" 0.1412571862009506
950908438 0.0727600426805883 0.7740336685552487 135.0 13.133333333333333 4.025 "L5 Exc" 0.551247555906149
950908442 0.0167033846248675 0.2192461948573149 315.0 12.1 8.070833333333333 "L5 Exc" 5.312648320045511
950908444 0.1020212630701495 0.5308068844380134 180.0 5.466666666666667 2.55 "L5 Exc" 0.3617562085634103
950908446 0.0301198544995915 0.2152180856232022 225.0 7.166666666666667 5.1625000000000005 "L5 Exc" 0.8337619283080504
950908448 0.0370484207097589 0.0902721144440295 225.0 13.1 10.033333333333331 "L5 PV" 17.86386610858364
950908452 0.1001853712317452 0.0936433909388194 45.0 4.266666666666667 2.4375 "L5 Exc" 6.146410248353561
950908460 0.0975262072226032 0.0520887055183083 315.0 10.5 8.079166666666666 "L5 Exc" 0.4857869086422938
950908466 0.3341948519859931 0.2739613390873895 90.0 3.733333333333333 1.6041666666666663 "L5 Exc" 1.7467656927776096
950908475 0.0557966116961686 0.538960411208401 0.0 13.366666666666667 5.825 "L5 Exc" 3.069759826952368
950908479 0.0145079810203612 0.2009751044940778 270.0 48.8 36.25833333333333 "L5 Exc" 15.541735779328988
950908482 0.0236853447232684 0.2216613297452694 0.0 20.966666666666665 13.65 "L5 Exc" 12.968098752692155
950908485 0.1034518016929661 0.2973110056279014 45.0 16.066666666666666 8.3375 "L5 Exc" 4.475441094513047
950908489 0.0728361125782885 0.1128704548851845 90.0 35.666666666666664 20.48333333333333 "L5 Exc" 19.662311259727453
950908496 0.0731319117465481 0.033363450662972 270.0 13.833333333333334 8.620833333333334 "L5 PV" 8.4134158220176
950908501 0.0786350817967224 0.0398642917726886 315.0 6.5 4.9125 "L5 Exc" 15.893156096219158
950908504 0.1061300091449218 0.0725978712311112 0.0 11.2 6.841666666666667 "L5 Exc" 7.307475412980888
950908507 0.0940876435024936 0.0737578147957811 315.0 29.866666666666667 22.433333333333334 "L5 Exc" 14.291092886866911
950908511 0.0525701844043067 0.0442919601720744 225.0 9.4 6.866666666666666 "L5 Exc" 13.260949016767295
950908518 0.108435147177777 0.0482922019152122 315.0 10.4 8.395833333333334 "L4 Exc" 17.577906438957328
950908525 0.0511938668176911 0.0500053349686239 45.0 14.766666666666667 10.883333333333333 "L4 Exc" 9.50902033938107
950908544 0.1105995901683964 0.1552908093129265 225.0 2.8666666666666667 1.979166666666667 "L4 Exc" 6.583962995854067
950908547 0.0203672128414318 0.1127465375953458 135.0 7.1 4.991666666666667 "L4 PV" 3.707139813468852
950908551 0.1439544309692698 0.1581176823045662 0.0 15.333333333333334 9.616666666666667 "L4 Exc" 13.943117867201156
950908555 0.0314753337887614 0.3661178221833698 270.0 16.533333333333335 9.466666666666669 "L4 Exc" 6.683876615362057
950908583 0.0485341181806403 0.0234174774893385 225.0 2.566666666666667 2.075 "L4 PV" 1.567610237108111
950908591 0.0566544229046111 0.0504565929150497 45.0 22.9 18.333333333333336 "L4 PV" 2.0912954152189527
950908621 0.0887165646267555 0.161729599360475 45.0 28.933333333333334 18.745833333333334 "L2/3 PV" 7.16966352400435
950908653 0.0388366721117342 0.3014745010293508 135.0 3.2666666666666666 1.5541666666666667 "L2/3 Exc" 0.2687331835042476
950908795 0.0868345478380035 0.5862987264187666 225.0 3.933333333333333 1.3083333333333331 "L6 Exc" 1.2644240813597292
950908802 0.1658312613849923 0.2439866992281264 0.0 3.2333333333333334 1.475 "L5 Exc" 2.270450870888451
950922446 NaN NaN NaN 1.0533333333333332 0.745 "L6 Exc" 8.700109288377927
950922495 NaN NaN NaN 0.9 0.74 "L6 Exc" 0.5428154111953654
950922546 NaN NaN NaN 27.526666666666667 7.756666666666668 "L6 Exc" 0.5238475551001521
950922579 NaN NaN NaN 0.8933333333333333 0.5016666666666666 "L6 Exc" 2.042949677078549
950922595 NaN NaN NaN 4.653333333333333 2.7316666666666665 "L6 Exc" 1.5514590529643484
950922627 NaN NaN NaN 13.12 4.938333333333333 "L6 Exc" 8.797180081335782
950922746 NaN NaN NaN 7.326666666666667 3.4100000000000006 "L6 Exc" 0.9506243172424488
950922805 NaN NaN NaN 11.993333333333334 5.03 "L6 Exc" 3.213935851897739
950922916 NaN NaN NaN 20.626666666666665 16.891666666666666 "L5 PV" 6.03847277572316
950922974 NaN NaN NaN 2.793333333333333 1.7466666666666666 "L5 Exc" 1.654666505247126
950923022 NaN NaN NaN 1.3666666666666667 0.3983333333333333 "L5 Exc" 0.4529970338033264
950923039 NaN NaN NaN 14.56 7.963333333333334 "L5 Exc" 0.5991611013605574
950923073 NaN NaN NaN 1.6466666666666667 0.5700000000000001 "L5 Exc" 0.4680597430554075
950923086 NaN NaN NaN 21.113333333333333 15.893333333333334 "L5 PV" 12.373178833403914
950923133 NaN NaN NaN 4.573333333333333 3.425 "L5 Exc" 3.6156080986199
950923221 NaN NaN NaN 15.26 10.046666666666669 "L5 Exc" 9.361194861108151
