timestamps population node_ids
591.5237936320548 external 0
647.7697183609771 external 0
648.4309157440722 external 0
813.2609690960069 external 0
826.3664551488658 external 0
897.692159878332 external 0
938.6735438560344 external 0
980.5421116347546 external 0
1045.4292848583777 external 0
1627.1166987273073 external 0
1679.6057189543678 external 0
1699.7352694378812 external 0
1794.825127397639 external 0
1821.7815415920077 external 0
1832.9360725505805 external 0
1838.0837375718775 external 0
1840.398448907875 external 0
1896.8148740151314 external 0
1952.4539847740025 external 0
1972.977644004691 external 0
2126.234152713953 external 0
2140.076558698663 external 0
2386.9608267669 external 0
2475.531154606725 external 0
2478.3316423663387 external 0
2807.94142187601 external 0
2844.749866067775 external 0
2904.5290134429474 external 0
2937.9740586427665 external 0
566.4910068297069 external 1
580.6903401687347 external 1
591.6945919006323 external 1
720.9296172335615 external 1
747.9900116329693 external 1
762.8160448776954 external 1
832.0163478123287 external 1
994.35243037356 external 1
1027.033916748331 external 1
1059.3899380605076 external 1
1238.8951827299243 external 1
1254.8925521679864 external 1
1350.7934815699675 external 1
1660.9327271642317 external 1
1845.0086769396826 external 1
1851.3895139857668 external 1
1889.942656537781 external 1
1905.3014280224313 external 1
2203.3673479227587 external 1
2629.8206273628257 external 1
2656.6076595348404 external 1
2767.3827650108587 external 1
2951.6659798359137 external 1
2978.2815611409937 external 1
2999.0677320069026 external 1
553.0964484382852 external 2
782.7939964663086 external 2
1016.0774483604731 external 2
1029.7445803512924 external 2
1052.604480945624 external 2
1105.0373407653542 external 2
1256.7344019089844 external 2
1351.371125728538 external 2
1423.4948790438639 external 2
1513.126995851649 external 2
1523.2416801732281 external 2
1588.1860336848451 external 2
2071.811672605568 external 2
2081.072133086413 external 2
2154.3122314605394 external 2
2189.360115362078 external 2
2266.994147579816 external 2
2352.2832053057214 external 2
2438.4333740836637 external 2
2629.628845360507 external 2
2679.0170786819485 external 2
2751.6573167984625 external 2
2752.756172056092 external 2
2908.607176287068 external 2
2938.648480784501 external 2
530.8754091361928 external 3
531.9601205430106 external 3
548.7820253537469 external 3
973.4121085119375 external 3
1011.9491323267802 external 3
1023.4704553468839 external 3
1036.1128468304325 external 3
1073.2688960124478 external 3
1077.1060876369231 external 3
1148.7453323080913 external 3
1172.792223988853 external 3
1246.045628150905 external 3
1261.216819270057 external 3
1317.4036666809932 external 3
1408.5133058659933 external 3
1414.9138322898223 external 3
1465.788163160626 external 3
1501.816854943261 external 3
1529.3078949991975 external 3
1622.0770995749576 external 3
1710.8819290841752 external 3
1810.4964724482415 external 3
1827.7988841251652 external 3
1861.4454020705025 external 3
1884.976982673678 external 3
1962.7394009433478 external 3
2024.5555597307714 external 3
2064.6471674354034 external 3
2218.8320141028553 external 3
2228.700713470592 external 3
2597.1762654165304 external 3
2609.5676532632597 external 3
2757.8793792440133 external 3
2803.80239669766 external 3
507.7064591184145 external 4
554.6623055838082 external 4
595.5258293250893 external 4
1093.9792926356797 external 4
1517.6784235388145 external 4
1538.7263269649654 external 4
1638.1372203803123 external 4
1714.8207733609747 external 4
1731.5885229474177 external 4
1749.954332636537 external 4
2203.2553652497522 external 4
2263.536663772012 external 4
2276.9814212196893 external 4
2301.161834258523 external 4
2332.406872239851 external 4
2403.9292330550306 external 4
2444.8085163658143 external 4
