timestamps population node_ids
85.39687885808398 inputs 0
201.65736072563806 inputs 0
237.57750705546056 inputs 0
611.7201512703961 inputs 0
847.2340296073288 inputs 0
860.5117481196037 inputs 0
1163.6276834301168 inputs 0
1178.808065558051 inputs 0
1447.8942229586403 inputs 0
1557.6053074196254 inputs 0
1563.1750517304743 inputs 0
1590.6355994530388 inputs 0
1644.4435380225411 inputs 0
1676.4780193797412 inputs 0
1699.840524137635 inputs 0
1713.0214123679596 inputs 0
1730.6724310645009 inputs 0
1837.1258989822165 inputs 0
2079.0868497107363 inputs 0
2161.313152462745 inputs 0
2340.867668299972 inputs 0
2396.4970616732194 inputs 0
2509.2729460257606 inputs 0
2593.592063460971 inputs 0
2618.190285247323 inputs 0
2644.8723665659636 inputs 0
2829.9808256688157 inputs 0
2882.452290558658 inputs 0
2970.357362918844 inputs 0
3012.3097565964345 inputs 0
3086.8219305433227 inputs 0
3213.7519654855028 inputs 0
3228.329919573166 inputs 0
3261.357244567454 inputs 0
3344.674688233397 inputs 0
3392.7596684603777 inputs 0
3527.5262619715973 inputs 0
3548.9825529882573 inputs 0
3842.58109623943 inputs 0
3988.444831499063 inputs 0
4033.62165518669 inputs 0
4157.950118887395 inputs 0
4207.510548194832 inputs 0
4633.972837158109 inputs 0
4780.6887948894455 inputs 0
4783.388248079952 inputs 0
4814.937956060468 inputs 0
164.46147602033219 inputs 1
168.05045430514886 inputs 1
200.71881463494384 inputs 1
309.31817370270744 inputs 1
360.53688141234596 inputs 1
512.9076108518138 inputs 1
885.9049336112839 inputs 1
921.7688786859588 inputs 1
936.2837286652433 inputs 1
1184.7193966836169 inputs 1
1205.947802736185 inputs 1
1296.822423291067 inputs 1
1374.1302469362056 inputs 1
1458.3385880060114 inputs 1
1539.1943562268152 inputs 1
1758.8143350103237 inputs 1
1922.5005797983376 inputs 1
2291.8793698826003 inputs 1
2361.087428910231 inputs 1
2412.942349883126 inputs 1
2528.915602219369 inputs 1
2710.1900202634624 inputs 1
2789.3602225248123 inputs 1
2848.2439042347933 inputs 1
3099.0388225364163 inputs 1
3144.7944365435405 inputs 1
3219.3231179029062 inputs 1
3247.5286747963564 inputs 1
3337.7296083483448 inputs 1
3373.0090733731927 inputs 1
3398.6362678222586 inputs 1
3872.668453501111 inputs 1
3976.4603528996486 inputs 1
4140.068927915647 inputs 1
4143.804868437702 inputs 1
4153.2307945077255 inputs 1
4302.288950321602 inputs 1
4355.540251757601 inputs 1
4412.564054380454 inputs 1
4472.452900486986 inputs 1
4712.911252464524 inputs 1
4906.933117110933 inputs 1
4962.156470931572 inputs 1
47.25454632619834 inputs 2
162.5565954135615 inputs 2
546.5864858124174 inputs 2
671.8045743861998 inputs 2
695.6403779942468 inputs 2
902.3822035976378 inputs 2
940.7243065318943 inputs 2
978.8775819464471 inputs 2
1070.0367058443314 inputs 2
1080.854705454375 inputs 2
1091.4118476864203 inputs 2
1100.1649759504676 inputs 2
1102.8713627251948 inputs 2
1168.7990389734093 inputs 2
1284.757448367898 inputs 2
1371.3777729150856 inputs 2
1415.0980561571198 inputs 2
1438.7527292703498 inputs 2
1523.7830172294425 inputs 2
1533.1250984917208 inputs 2
1611.2154977315524 inputs 2
1616.9180458113933 inputs 2
1712.613619929653 inputs 2
1746.495438043072 inputs 2
1811.5126367187497 inputs 2
1846.5773799765188 inputs 2
2006.4015326250249 inputs 2
2130.055480215907 inputs 2
2303.3086046417684 inputs 2
2603.7686239458544 inputs 2
2689.6782880448454 inputs 2
2880.97283288975 inputs 2
2992.689754539746 inputs 2
3094.206235947533 inputs 2
3098.905796519198 inputs 2
3146.1413740555154 inputs 2
3259.3235668951006 inputs 2
3449.8477175890666 inputs 2
3482.3379683991043 inputs 2
3549.0927548527156 inputs 2
3622.9230260710847 inputs 2
4008.9333939540898 inputs 2
4091.5866279842044 inputs 2
4153.070380971917 inputs 2
4274.602768389419 inputs 2
4280.843997534177 inputs 2
4313.055719455377 inputs 2
4396.628794092485 inputs 2
4398.985070246822 inputs 2
4602.663079700304 inputs 2
4729.661567612922 inputs 2
4780.725020499413 inputs 2
4811.344692152882 inputs 2
248.13774586647264 inputs 3
359.08227248365966 inputs 3
592.9387565893567 inputs 3
757.156993864351 inputs 3
844.7199024537363 inputs 3
850.4975532821026 inputs 3
986.5259846048768 inputs 3
1008.053197668739 inputs 3
1091.5925235837517 inputs 3
1123.8580048504982 inputs 3
1252.505500472168 inputs 3
1290.4290050010213 inputs 3
1331.0539365711404 inputs 3
1474.1385718715937 inputs 3
1491.414725244508 inputs 3
2045.430644691368 inputs 3
2154.363086135376 inputs 3
2168.1462755688985 inputs 3
2282.5545268913334 inputs 3
2323.57294361046 inputs 3
2326.0128550486365 inputs 3
2455.964617145261 inputs 3
2477.380381626274 inputs 3
2554.6273740539305 inputs 3
2600.9533514919535 inputs 3
2611.037371804856 inputs 3
2734.253830080486 inputs 3
2747.2841286407975 inputs 3
2833.71674455842 inputs 3
2950.4657145888737 inputs 3
2978.9411553679192 inputs 3
2989.1009379727375 inputs 3
3053.6040479042963 inputs 3
3132.459681729873 inputs 3
3345.7277418106705 inputs 3
3729.7507892025305 inputs 3
3772.9255318174073 inputs 3
3927.6247250623996 inputs 3
4065.5240441834694 inputs 3
4174.873375450942 inputs 3
4209.0015605430945 inputs 3
4418.2041995452455 inputs 3
4465.340036948933 inputs 3
4590.53270595766 inputs 3
4634.839947789066 inputs 3
4995.427598760424 inputs 3
72.62350597141713 inputs 4
93.93047227352189 inputs 4
109.21560403140039 inputs 4
159.1063909703126 inputs 4
315.6190165552082 inputs 4
316.18445766767934 inputs 4
629.4343411098167 inputs 4
694.8991434169776 inputs 4
756.8015841433906 inputs 4
762.8352866567076 inputs 4
797.4906129718773 inputs 4
889.2163480305915 inputs 4
910.7361829369441 inputs 4
1005.722451410825 inputs 4
1093.6482058699453 inputs 4
1127.4927987338194 inputs 4
1215.556510576684 inputs 4
1343.7665240626868 inputs 4
1473.6146710810178 inputs 4
1515.014435895428 inputs 4
1653.5298006455448 inputs 4
1696.654878375419 inputs 4
1733.6078749141138 inputs 4
1834.5844962865663 inputs 4
1851.2520072574048 inputs 4
1875.0365534202904 inputs 4
1903.5187607590299 inputs 4
1933.5953403531914 inputs 4
2010.249648129383 inputs 4
2306.7750422232643 inputs 4
2309.213333480811 inputs 4
2494.6040621838233 inputs 4
2554.3252961407466 inputs 4
2627.701962071804 inputs 4
2666.624173518183 inputs 4
2841.3603733899376 inputs 4
3049.316292162691 inputs 4
3330.541069785852 inputs 4
3467.603753626039 inputs 4
3472.0368110199574 inputs 4
3494.605645651171 inputs 4
3546.3148528445768 inputs 4
3618.3305244229414 inputs 4
3651.8438454569714 inputs 4
3667.017789977338 inputs 4
3669.3800120839915 inputs 4
3801.694054205778 inputs 4
3911.1368472235345 inputs 4
4228.553831386284 inputs 4
4245.234824376539 inputs 4
4315.911259745907 inputs 4
4405.400805086026 inputs 4
4490.898216709293 inputs 4
4556.635965096566 inputs 4
4584.948933992986 inputs 4
4869.012464987561 inputs 4
4894.651434561288 inputs 4
4935.016521190939 inputs 4
127.5752679539808 inputs 5
221.41599319516325 inputs 5
234.56767364918426 inputs 5
283.8654665533653 inputs 5
284.836026174233 inputs 5
339.39315642558597 inputs 5
358.3979328337299 inputs 5
580.308792066463 inputs 5
734.6917349856584 inputs 5
737.1492708474218 inputs 5
747.4682661661178 inputs 5
769.2539990569308 inputs 5
783.4640717710457 inputs 5
843.0018030041618 inputs 5
949.1356409272355 inputs 5
1022.91054124129 inputs 5
1086.7790485525504 inputs 5
1168.138419243967 inputs 5
1188.6353104219058 inputs 5
1288.4515571821105 inputs 5
1500.6331778409935 inputs 5
1554.7587085381563 inputs 5
1581.7625752442032 inputs 5
1604.4924401379726 inputs 5
1681.5310965941562 inputs 5
1893.7498241514727 inputs 5
2007.3706912260714 inputs 5
2053.4917603579042 inputs 5
2297.6171654134323 inputs 5
2336.0486145423306 inputs 5
2345.3282302761645 inputs 5
2482.819303300678 inputs 5
2766.595515481115 inputs 5
2811.864791074437 inputs 5
2890.949574588677 inputs 5
2919.878237817211 inputs 5
2921.1152520153105 inputs 5
2924.9696634623356 inputs 5
2927.8467909257415 inputs 5
2985.0464281044133 inputs 5
3397.0779707195125 inputs 5
3404.5894319840936 inputs 5
3424.342966670881 inputs 5
3594.2896808624805 inputs 5
3692.432202181644 inputs 5
3872.01696153049 inputs 5
3879.606991914915 inputs 5
4356.1072186163665 inputs 5
4461.413229820688 inputs 5
4590.58949691445 inputs 5
4970.834570393932 inputs 5
191.60827794114905 inputs 6
206.3450775663499 inputs 6
321.83745492379455 inputs 6
464.1595642418115 inputs 6
566.0389520955488 inputs 6
631.5510358488021 inputs 6
733.4355545069072 inputs 6
1203.3619083172857 inputs 6
1217.9614518536184 inputs 6
1735.5164092156 inputs 6
1797.4721176380492 inputs 6
1821.463325473391 inputs 6
1826.2357099308954 inputs 6
1853.2873640279981 inputs 6
1899.43987401805 inputs 6
2108.391883499919 inputs 6
2134.863733164305 inputs 6
2240.9604298589893 inputs 6
2268.107862472984 inputs 6
2287.952418665721 inputs 6
2325.497717618189 inputs 6
2726.7092278850487 inputs 6
2884.4252308838163 inputs 6
3103.2156118718212 inputs 6
3111.280489323906 inputs 6
3160.5583178673164 inputs 6
3248.5399210755218 inputs 6
3337.8055267940877 inputs 6
3342.6191518099863 inputs 6
3364.307683210545 inputs 6
3380.2971637306287 inputs 6
3526.9413552805436 inputs 6
3584.2912737229103 inputs 6
3621.4584168564797 inputs 6
3638.195960342882 inputs 6
3667.5478784030593 inputs 6
3861.9646498586985 inputs 6
3872.662749079611 inputs 6
3964.234084711129 inputs 6
4366.8774052001245 inputs 6
4446.3638494343795 inputs 6
4674.763756273745 inputs 6
4715.864396874161 inputs 6
4906.925141701721 inputs 6
4909.97592354866 inputs 6
46.94538411462383 inputs 7
191.1866198200299 inputs 7
374.1687434407048 inputs 7
396.3957550361123 inputs 7
449.48848039781666 inputs 7
617.2303759454571 inputs 7
690.5833642216772 inputs 7
720.6900717452525 inputs 7
785.9201780392023 inputs 7
889.5273754222353 inputs 7
1109.469561655519 inputs 7
1167.1998768031278 inputs 7
1215.82343195927 inputs 7
1317.1070807149215 inputs 7
1557.2967681780117 inputs 7
1713.9089927200966 inputs 7
1821.9770712532309 inputs 7
1888.7163663111864 inputs 7
2014.6958523908759 inputs 7
2031.6830455824086 inputs 7
2070.753251505125 inputs 7
2095.2168799068027 inputs 7
2401.827772083961 inputs 7
2610.932010328134 inputs 7
2622.4888135316864 inputs 7
2680.3142673695734 inputs 7
2819.9470476506635 inputs 7
2859.525299765722 inputs 7
2893.3336542803277 inputs 7
3018.978709267118 inputs 7
3045.6268441424804 inputs 7
3084.8401455837184 inputs 7
3090.721529530214 inputs 7
3092.227211200477 inputs 7
3401.3224024159913 inputs 7
3446.3214240820175 inputs 7
3660.844125967412 inputs 7
3680.5150834835363 inputs 7
3691.1354118956147 inputs 7
3729.6019845724363 inputs 7
3857.718362741741 inputs 7
3867.061188285042 inputs 7
3933.6396896418014 inputs 7
4027.959677131974 inputs 7
4223.436413587737 inputs 7
4349.329208876491 inputs 7
4455.401592933396 inputs 7
4476.401426759591 inputs 7
4632.950370876188 inputs 7
