timestamps population node_ids
21.621567291360556 inputs 0
2245.9976940185716 inputs 0
2849.5629960697584 inputs 0
3246.4416990802492 inputs 0
3910.0064646315027 inputs 0
562.6224624923016 inputs 1
672.5121283429424 inputs 1
2040.0245853212657 inputs 1
2220.645985313747 inputs 1
3293.5226514115056 inputs 1
3392.3391860944125 inputs 1
3561.2849831174535 inputs 1
3880.2207971492858 inputs 1
4004.5646917230433 inputs 1
4734.344229287605 inputs 1
581.1432119329935 inputs 2
685.7421152779475 inputs 2
1914.290092760516 inputs 2
2023.545978483871 inputs 2
2247.7059604847404 inputs 2
2448.9319375601426 inputs 2
2716.225555847252 inputs 2
2763.110923531278 inputs 2
2797.8044751655184 inputs 2
3058.7292026747587 inputs 2
3628.2854375210727 inputs 2
3847.6206002369177 inputs 2
3957.8020039578305 inputs 2
3980.604456054533 inputs 2
4592.5041997880735 inputs 2
289.13419886639036 inputs 3
296.5005792292352 inputs 3
1119.506826241764 inputs 3
1188.6738102025051 inputs 3
1618.8834939445107 inputs 3
1881.8841578692648 inputs 3
2461.103326505567 inputs 3
2640.3980830565774 inputs 3
2686.3246563735347 inputs 3
3055.868114377219 inputs 3
3080.5163633762077 inputs 3
3138.524320500234 inputs 3
3708.045715805701 inputs 3
3905.972609191691 inputs 3
4427.207450621799 inputs 3
4450.296366867714 inputs 3
4490.521332770043 inputs 3
4541.197377522785 inputs 3
4548.87324735085 inputs 3
4982.088556959127 inputs 3
52.77742618936987 inputs 4
83.20728501633457 inputs 4
281.2122343856377 inputs 4
323.24067384429054 inputs 4
391.2398679262763 inputs 4
798.3495716460149 inputs 4
946.9391016831946 inputs 4
1236.6691886945346 inputs 4
1239.1287090022724 inputs 4
1688.2699305563576 inputs 4
1943.2847897039062 inputs 4
2002.9927383585216 inputs 4
2499.3249126668516 inputs 4
2547.06072889072 inputs 4
2707.698069564346 inputs 4
3033.090641231369 inputs 4
3045.6771317302446 inputs 4
3095.781107428668 inputs 4
3799.4518554127744 inputs 4
4047.3998122992903 inputs 4
4159.151304398512 inputs 4
4630.323390413379 inputs 4
4769.75202096369 inputs 4
4807.28633042057 inputs 4
4866.382888688384 inputs 4
305.16556030637076 inputs 5
465.8931786936732 inputs 5
478.69383986039793 inputs 5
548.0423562938353 inputs 5
695.0117650076193 inputs 5
979.0270798153982 inputs 5
1037.8053185362023 inputs 5
1237.1759707388662 inputs 5
1270.76194692411 inputs 5
1477.4782647601742 inputs 5
1494.1131013750803 inputs 5
1894.2870328565064 inputs 5
1984.2143739611995 inputs 5
2043.260213378319 inputs 5
2091.715535141342 inputs 5
2097.9835761506065 inputs 5
2463.2969012203 inputs 5
2745.205703207891 inputs 5
2882.2586867244527 inputs 5
2932.037380514392 inputs 5
2958.8066436005624 inputs 5
3074.7101377665144 inputs 5
3164.9680632772265 inputs 5
3432.419895685894 inputs 5
3534.3294498469645 inputs 5
3609.8315709065364 inputs 5
3718.9704404960967 inputs 5
4031.2639768150307 inputs 5
4267.702914400998 inputs 5
4522.947383164664 inputs 5
335.4702448538299 inputs 6
608.5587481972004 inputs 6
893.4176364530593 inputs 6
