timestamps population node_ids
1.0 lgn 0
1.25 lgn 0
1.5 lgn 0
2.5 lgn 0
2.75 lgn 0
3.5 lgn 0
4.5 lgn 0
4.75 lgn 0
5.5 lgn 0
6.75 lgn 0
8.0 lgn 0
8.25 lgn 0
8.5 lgn 0
9.0 lgn 0
9.5 lgn 0
10.0 lgn 0
11.25 lgn 0
11.5 lgn 0
11.75 lgn 0
16.25 lgn 0
17.0 lgn 0
17.5 lgn 0
17.75 lgn 0
18.25 lgn 0
19.75 lgn 0
21.0 lgn 0
22.75 lgn 0
23.0 lgn 0
23.75 lgn 0
25.75 lgn 0
26.25 lgn 0
27.0 lgn 0
28.75 lgn 0
29.5 lgn 0
29.75 lgn 0
31.75 lgn 0
32.5 lgn 0
32.75 lgn 0
33.75 lgn 0
37.25 lgn 0
37.5 lgn 0
38.0 lgn 0
38.25 lgn 0
38.75 lgn 0
39.0 lgn 0
41.0 lgn 0
41.5 lgn 0
42.25 lgn 0
43.25 lgn 0
44.5 lgn 0
45.75 lgn 0
46.25 lgn 0
47.25 lgn 0
48.0 lgn 0
48.5 lgn 0
50.0 lgn 0
50.25 lgn 0
52.75 lgn 0
53.25 lgn 0
55.0 lgn 0
58.5 lgn 0
61.25 lgn 0
62.25 lgn 0
65.5 lgn 0
66.0 lgn 0
66.5 lgn 0
67.25 lgn 0
68.5 lgn 0
70.25 lgn 0
72.25 lgn 0
73.0 lgn 0
73.75 lgn 0
74.25 lgn 0
76.0 lgn 0
76.5 lgn 0
77.25 lgn 0
77.75 lgn 0
79.25 lgn 0
79.5 lgn 0
80.5 lgn 0
81.5 lgn 0
83.0 lgn 0
86.25 lgn 0
88.25 lgn 0
89.0 lgn 0
89.25 lgn 0
89.75 lgn 0
90.5 lgn 0
91.25 lgn 0
91.5 lgn 0
92.25 lgn 0
93.25 lgn 0
96.0 lgn 0
97.0 lgn 0
99.25 lgn 0
100.75 lgn 0
101.0 lgn 0
104.0 lgn 0
105.0 lgn 0
106.25 lgn 0
106.5 lgn 0
107.5 lgn 0
109.25 lgn 0
110.0 lgn 0
110.75 lgn 0
111.25 lgn 0
111.5 lgn 0
111.75 lgn 0
112.25 lgn 0
113.0 lgn 0
115.0 lgn 0
116.75 lgn 0
118.0 lgn 0
118.5 lgn 0
119.25 lgn 0
120.25 lgn 0
121.5 lgn 0
122.25 lgn 0
122.75 lgn 0
123.25 lgn 0
123.5 lgn 0
124.25 lgn 0
124.5 lgn 0
125.25 lgn 0
125.75 lgn 0
126.25 lgn 0
127.0 lgn 0
127.5 lgn 0
128.0 lgn 0
128.25 lgn 0
129.5 lgn 0
129.75 lgn 0
130.25 lgn 0
131.25 lgn 0
134.25 lgn 0
136.25 lgn 0
136.5 lgn 0
137.5 lgn 0
137.75 lgn 0
138.5 lgn 0
139.75 lgn 0
140.0 lgn 0
140.75 lgn 0
141.5 lgn 0
143.25 lgn 0
144.75 lgn 0
145.0 lgn 0
145.75 lgn 0
147.25 lgn 0
149.0 lgn 0
150.25 lgn 0
150.5 lgn 0
152.5 lgn 0
153.0 lgn 0
153.25 lgn 0
154.5 lgn 0
155.5 lgn 0
156.0 lgn 0
157.5 lgn 0
158.5 lgn 0
159.75 lgn 0
162.75 lgn 0
163.5 lgn 0
165.5 lgn 0
167.0 lgn 0
169.5 lgn 0
170.5 lgn 0
170.75 lgn 0
171.0 lgn 0
172.5 lgn 0
176.0 lgn 0
176.5 lgn 0
177.75 lgn 0
179.75 lgn 0
180.25 lgn 0
181.0 lgn 0
181.5 lgn 0
181.75 lgn 0
182.5 lgn 0
183.0 lgn 0
183.25 lgn 0
183.75 lgn 0
184.25 lgn 0
184.75 lgn 0
185.75 lgn 0
187.5 lgn 0
188.75 lgn 0
191.0 lgn 0
193.75 lgn 0
194.0 lgn 0
194.75 lgn 0
195.25 lgn 0
196.0 lgn 0
197.25 lgn 0
197.75 lgn 0
198.0 lgn 0
199.0 lgn 0
200.0 lgn 0
201.25 lgn 0
203.0 lgn 0
205.5 lgn 0
205.75 lgn 0
206.25 lgn 0
206.5 lgn 0
207.0 lgn 0
209.5 lgn 0
209.75 lgn 0
210.25 lgn 0
212.5 lgn 0
213.0 lgn 0
216.0 lgn 0
216.75 lgn 0
217.0 lgn 0
219.0 lgn 0
220.5 lgn 0
220.75 lgn 0
221.5 lgn 0
224.5 lgn 0
225.5 lgn 0
225.75 lgn 0
226.0 lgn 0
226.25 lgn 0
226.5 lgn 0
227.75 lgn 0
228.0 lgn 0
229.25 lgn 0
230.5 lgn 0
232.0 lgn 0
233.5 lgn 0
233.75 lgn 0
234.25 lgn 0
235.0 lgn 0
236.0 lgn 0
236.5 lgn 0
236.75 lgn 0
237.0 lgn 0
237.25 lgn 0
237.5 lgn 0
237.75 lgn 0
238.5 lgn 0
239.75 lgn 0
240.0 lgn 0
240.25 lgn 0
240.5 lgn 0
240.75 lgn 0
241.0 lgn 0
241.5 lgn 0
242.25 lgn 0
242.75 lgn 0
247.0 lgn 0
247.75 lgn 0
248.0 lgn 0
249.25 lgn 0
250.0 lgn 0
250.25 lgn 0
253.25 lgn 0
255.0 lgn 0
255.75 lgn 0
257.25 lgn 0
258.0 lgn 0
261.25 lgn 0
262.0 lgn 0
262.5 lgn 0
263.75 lgn 0
265.5 lgn 0
265.75 lgn 0
267.5 lgn 0
269.0 lgn 0
270.5 lgn 0
271.25 lgn 0
271.75 lgn 0
272.0 lgn 0
272.5 lgn 0
273.0 lgn 0
273.5 lgn 0
274.25 lgn 0
274.5 lgn 0
275.25 lgn 0
275.75 lgn 0
277.25 lgn 0
280.25 lgn 0
280.5 lgn 0
281.25 lgn 0
283.0 lgn 0
283.25 lgn 0
284.25 lgn 0
285.0 lgn 0
286.75 lgn 0
287.25 lgn 0
287.5 lgn 0
287.75 lgn 0
288.0 lgn 0
290.0 lgn 0
292.5 lgn 0
293.5 lgn 0
294.25 lgn 0
294.5 lgn 0
294.75 lgn 0
296.25 lgn 0
296.75 lgn 0
298.75 lgn 0
299.75 lgn 0
302.75 lgn 0
303.5 lgn 0
303.75 lgn 0
304.0 lgn 0
305.75 lgn 0
306.0 lgn 0
306.5 lgn 0
306.75 lgn 0
307.5 lgn 0
308.0 lgn 0
308.25 lgn 0
308.5 lgn 0
309.0 lgn 0
309.75 lgn 0
310.25 lgn 0
314.75 lgn 0
316.75 lgn 0
318.5 lgn 0
318.75 lgn 0
320.5 lgn 0
321.0 lgn 0
324.5 lgn 0
326.5 lgn 0
327.75 lgn 0
328.25 lgn 0
328.5 lgn 0
329.0 lgn 0
329.75 lgn 0
330.5 lgn 0
332.25 lgn 0
332.5 lgn 0
334.0 lgn 0
335.75 lgn 0
336.5 lgn 0
337.25 lgn 0
339.25 lgn 0
340.5 lgn 0
341.25 lgn 0
342.0 lgn 0
343.25 lgn 0
344.5 lgn 0
345.25 lgn 0
345.5 lgn 0
346.25 lgn 0
347.0 lgn 0
349.5 lgn 0
352.25 lgn 0
352.75 lgn 0
353.0 lgn 0
353.5 lgn 0
354.0 lgn 0
354.75 lgn 0
355.0 lgn 0
355.5 lgn 0
357.75 lgn 0
358.75 lgn 0
360.25 lgn 0
361.0 lgn 0
361.5 lgn 0
361.75 lgn 0
364.0 lgn 0
365.25 lgn 0
365.5 lgn 0
365.75 lgn 0
366.5 lgn 0
366.75 lgn 0
367.75 lgn 0
368.75 lgn 0
369.5 lgn 0
370.0 lgn 0
370.75 lgn 0
372.75 lgn 0
373.0 lgn 0
374.0 lgn 0
375.75 lgn 0
378.0 lgn 0
380.0 lgn 0
381.5 lgn 0
382.0 lgn 0
383.5 lgn 0
384.0 lgn 0
384.25 lgn 0
384.5 lgn 0
384.75 lgn 0
385.0 lgn 0
388.75 lgn 0
390.25 lgn 0
391.5 lgn 0
392.0 lgn 0
393.75 lgn 0
394.75 lgn 0
395.25 lgn 0
396.75 lgn 0
397.25 lgn 0
397.75 lgn 0
399.75 lgn 0
400.75 lgn 0
401.0 lgn 0
402.0 lgn 0
403.0 lgn 0
403.5 lgn 0
404.0 lgn 0
405.75 lgn 0
406.0 lgn 0
406.5 lgn 0
407.0 lgn 0
407.25 lgn 0
409.0 lgn 0
409.25 lgn 0
410.0 lgn 0
410.75 lgn 0
412.25 lgn 0
412.75 lgn 0
413.5 lgn 0
414.5 lgn 0
