unit_id,best_model,aic_diff1,aic_diff2,resp_sig,sig0.01
950913540,low,0.7875338804293506,1.3780785938994313,0.8775579330069951,False
950915005,band,1.4409178311485675,43.271705878033686,1.8109180821568316e-11,True
950915018,high,0.99590986112689,2.279415011481106,0.00944758771332077,True
950913754,band,4.212725939162013,4.477595422485791,0.8358854389899661,False
950913721,high,1.5297574407446746,1.1230023771013293,0.988809796362264,False
950913798,high,2.4388145519939997,1.579791282093197,0.3943159173331853,False
950913849,high,0.1561420472029056,2.0000703189984392,0.9777968243135147,False
950913842,high,5.1653309680959865,31.931609812081206,0.0,True
950913864,low,5.06828733931934,1.999992849588125,1.185967996031323e-07,True
950913895,low,1.0102710710440306,2.1455194606288615,0.9996051401651895,False
950915049,high,3.920520710668711,4.526331875257256,3.0754329851667705e-06,True
950913904,low,2.6292117430160715,3.1139528911384105,0.0984086381109679,False
950913944,high,1.353959012833684,7.507208786483261,0.0,True
950913913,high,0.6405919482589297,1.0750333577509537,0.9999991515430535,False
950913974,low,4.487146101115854,13.464271375110684,0.8538879927988778,False
950913961,high,33.05294207841234,57.821099428573234,4.9960036108132044e-15,True
950913952,high,5.1805433188071675,82.11641902917086,0.0,True
950913997,low,0.017620032418221854,2.000143811603948,0.6823725961997618,False
950913991,low,8.282249048121002,4.051812662229963,1.0,False
950913984,band,1.2669447680282246,4.320032622859912,0.9461262701832875,False
950915073,high,2.087067185705564,8.560551339551694,0.0,True
950914029,high,18.863964799131736,45.37228760558469,0.0,True
950914021,high,0.3412120300449146,6.310240965929154,6.239575522926089e-11,True
950914014,high,1.2253591818652012,0.0846336932390841,0.7663058119265846,False
950914006,high,4.148280269175643,0.2499937181722771,6.454073909645253e-06,True
950914044,low,4.3858155980829,1.9985504975245476,0.9259748198416741,False
950915231,band,1.4456224957503991,2.1196289997866984,0.2828965955613548,False
950914115,high,2.3847867934413216,63.183947270320346,0.0,True
950914078,high,4.168472332356146,1.3326482522051037,0.0010102229932569262,True
950914071,high,12.45090350104988,0.4045366892476068,0.002311995042750037,True
950914064,high,9.175526795714177,19.442691320225094,0.0,True
950914057,high,30.718314994777643,52.50499900092427,0.8728363571107894,False
